target,source,anchor_pin_val,pin_value,alpha_full,train_nll_mean,test_nll_mean,lam_u_mean,mean_baseline_train,mean_hawkes_train,mean_baseline_test,mean_hawkes_test,converged
searches,searches,0.1339869348211659,0.267974,"[0.267974, 0.0, 0.0]",1.8873387323995099,2.092050858126841,0.5556443512623008,0.6694639528226654,0.6444646415507294,0.7571078557071464,0.7290129269718144,True
searches,to_cart,0.02722828507553139,0.0,"[0.14159813464107496, 0.0, 0.0]",1.8582186061427128,2.094580516404641,0.7115290399233557,0.8590988400291606,0.34053673522697087,0.9686950870080062,0.38521226159418126,True
searches,to_cart,0.02722828507553139,0.01,"[0.138806828594453, 0.01, 0.0]",1.8579946691887732,2.09422171155526,0.7106808254786288,0.8580669002939971,0.3413033719948268,0.9675396465341969,0.3865028189823263,True
searches,to_cart,0.02722828507553139,0.02,"[0.13593595497098893, 0.02, 0.0]",1.8578753881235024,2.094061090542305,0.7102735136968309,0.8575940800263518,0.3418786525494359,0.966972928926837,0.38757691584786186,True
searches,to_cart,0.02722828507553139,0.03,"[0.1333205924733226, 0.03, 0.0]",1.8578551479518246,2.093888522636119,0.7092189628242773,0.8563057886712252,0.3430684251297619,0.9655352631523432,0.3893461208719937,True
searches,to_cart,0.02722828507553139,0.04,"[0.13062286972765771, 0.04, 0.0]",1.8579227470736148,2.093910867901426,0.7086721816815155,0.8556419229849347,0.3440601252564005,0.9647878356526169,0.3908912680193929,True
searches,to_cart,0.02722828507553139,0.05,"[0.12802890361304925, 0.05, 0.0]",1.85806639375978,2.0940128749918516,0.7080117142963961,0.8548255268910283,0.34530135511369314,0.9638797124445223,0.3927186810780342,True
searches,to_cart,0.02722828507553139,0.06,"[0.12535820388103078, 0.06, 0.0]",1.858283374322292,2.094273904397363,0.7078372323126324,0.8546029083321334,0.34635804429450595,0.9636327531666152,0.3943373432913501,True
searches,to_cart,0.02722828507553139,0.07,"[0.12296380876862997, 0.07, 0.0]",1.8585782578593741,2.094484991140511,0.7069604959511223,0.8535245084881682,0.34807923285824655,0.9624345616226079,0.39670768156086295,True
searches,to_cart,0.02722828507553139,0.08,"[0.12037530414928091, 0.08, 0.0]",1.8589360273447324,2.094920626180932,0.706767202404735,0.8532817943130756,0.3493335973501854,0.9621589813388763,0.3985499524066205,True
searches,to_cart,0.02722828507553139,0.09,"[0.11805224532146752, 0.09, 0.0]",1.8593628535981959,2.095313333516468,0.7059055891900919,0.8522191493671969,0.3512263462633486,0.9609766571592837,0.40111435828577596,True
searches,to_cart,0.02722828507553139,0.1,"[0.11572257999773398, 0.1, 0.0]",1.859855203160324,2.0957960304297916,0.7051218570119457,0.8512553858230933,0.35310320687009006,0.9599044901086259,0.4036607914476985,True
