user_id,mu_eb,lambda_u,train_purchases,m_staged,m_joint
645310,0.4178406686789309,0.47059410645992783,4.0,0.34520758456264417,0.47059410645992783
645373,0.10035484403727872,0.11453132153715351,1.0,0.08291019976298612,0.11453132153715351
645404,0.7209147554738234,0.5195443579223836,15.0,0.5955984184103346,0.5195443579223836
645524,0.4938891821879336,0.2737230165785668,10.0,0.40803661396522467,0.2737230165785668
645750,3.3544114055901457,1.9682722078626098,73.0,2.771315349973609,1.9682722078626098
645793,0.13064826493050974,0.018665908534616967,2.0,0.10793772685304874,0.018665908534616967
645804,0.40307895287357765,0.2206657889710505,8.0,0.3330118921871807,0.2206657889710505
645818,1.4473965899886712,1.16891657903807,31.0,1.1957961926346863,1.16891657903807
645819,0.40307895287357765,0.24340894717674436,8.0,0.3330118921871807,0.24340894717674436
645846,0.03983803561615378,0.001,0.0,0.03291300507500476,0.001
645869,0.3576738382163996,0.19554202969144824,7.0,0.29549953129815865,0.19554202969144824
645874,0.055220163616152014,0.13582853918667726,0.0,0.04562126362987759,0.13582853918667726
645881,0.5392942968451115,0.27211465422424524,11.0,0.4455489748542466,0.27211465422424524
646031,1.0387505580740692,0.8389929944937055,22.0,0.8581849446334884,0.8389929944937055
646136,0.4687892078429145,0.5773420410826676,4.0,0.3872997585901287,0.5773420410826676
646271,0.3576738382163996,0.1534182395707368,7.0,0.29549953129815865,0.1534182395707368
646323,0.4484840675307556,0.2922924023861961,9.0,0.3705242530762026,0.2922924023861961
646376,0.13669527730719855,0.037843604290608616,2.0,0.11293358937398773,0.037843604290608616
646403,0.17605337958768771,0.11092561429771548,3.0,0.14545008774207072,0.11092561429771548
646679,0.3032641460086386,0.3630128201859611,3.0,0.25054785514077943,0.3630128201859611
646746,0.6301045261594675,0.5215754871543647,13.0,0.5205736966322906,0.5215754871543647
646816,0.17605337958768771,0.08393307774047462,3.0,0.14545008774207072,0.08393307774047462
646925,1.401991475331493,1.2308832510943488,30.0,1.1582838317456643,1.2308832510943488
646958,0.31226872355922164,0.1415197497783911,6.0,0.25798717040913666,0.1415197497783911
647213,0.41661290752524155,0.2828807621678844,7.0,0.3441932446621626,0.2828807621678844
647228,0.6301045261594675,0.2664833251885164,13.0,0.5205736966322906,0.2664833251885164
647332,0.26686360890204364,0.17022299124106116,5.0,0.22047480952011467,0.17022299124106116
647550,1.8560426219032728,1.289165354349943,40.0,1.5334074406358842,1.289165354349943
647552,1.1749659020456031,0.9068045091227722,25.0,0.9707220273005543,0.9068045091227722
647558,0.17605337958768771,0.10603723096747193,3.0,0.14545008774207072,0.10603723096747193
647879,1.4473965899886712,0.598427571394371,31.0,1.1957961926346863,0.598427571394371
647887,0.2744219432119078,0.15766586129219204,5.0,0.22671928145884326,0.15766586129219204
