user_id,ll_global_poisson,ll_rolling_poisson,ll_rolling_seasonal_poisson,ll_personalized_rolling_seasonal_poisson,test_purchases
377450,-5.337455897072789,-6.678133979996367,-6.689023042740466,-26.68975720162583,0.0
377539,-5.337455897072789,-6.678133979996367,-6.689023042740466,-2.147932654312294,0.0
377601,-5.337455897072789,-6.678133979996367,-6.689023042740466,-2.9999202620151957,0.0
377738,-15.136581489250043,-15.53849603723225,-15.406818542153543,-14.805446450686324,4.0
377819,-14.4434343086901,-14.865381965486,-14.894863276215727,-14.950177594545979,4.0
377831,-9.890445102881444,-10.740032182740409,-10.793896857951234,-9.599562241117995,2.0
377843,-9.890445102881444,-10.84599470448799,-10.968516281050087,-12.044273240599278,2.0
377853,-52.48814485325262,-49.22213454599002,-49.25468120236275,-45.093237924366186,18.0
377874,-9.890445102881444,-10.78118034209114,-10.812351317575105,-9.618016700741865,2.0
378002,-42.48831082073947,-41.063952586572526,-41.08209790577605,-39.84914778933195,10.0
378032,-9.890445102881444,-10.760987924003636,-10.749188467666139,-12.524459820087142,2.0
378043,-12.16693970578577,-12.673791551878066,-12.577353725764677,-11.614182915717782,3.0
378208,-7.613950499977116,-8.73986157851683,-8.751509489071854,-5.051347509300618,1.0
378249,-18.106223272714317,-18.28452691971075,-18.15209575746638,-18.51625106974634,5.0
378269,-5.337455897072789,-6.678133979996367,-6.689023042740466,-2.3924885456149223,0.0
378276,-21.481330164286753,-21.481956533762848,-21.595474452808123,-23.054392754199952,6.0
378297,-17.621488139038043,-18.01475997981603,-17.965470020085224,-17.831096571779405,4.0
378319,-5.337455897072789,-6.678133979996367,-6.689023042740466,-0.266477538213968,0.0
378340,-9.890445102881444,-10.718470813004279,-10.751122043314608,-9.908933497936292,2.0
378836,-23.064677586631138,-23.025365631955708,-23.134954783609455,-23.385368558889322,7.0
378879,-5.337455897072789,-6.678133979996367,-6.689023042740466,-3.303636120215332,0.0
379026,-77.08230077230698,-73.61236110174994,-74.45725072903329,-97.29465367831342,21.0
379162,-12.16693970578577,-12.915720903013032,-12.866182991329948,-15.174408802613096,3.0
379203,-9.890445102881444,-10.774943453860859,-10.76144915212386,-9.375501361527958,2.0
379287,-12.860086886345716,-13.48301780582509,-13.355483668711049,-12.246906818627316,3.0
379314,-59.015215085083284,-56.51585161659097,-56.16579189537877,-48.733621996419316,20.0
379364,-12.860086886345716,-13.50069602828404,-13.509899891701847,-12.568986415719737,3.0
379477,-70.42377858969463,-66.17086002754887,-65.99478079710956,-69.74165331893578,24.0
379518,-7.613950499977116,-8.698710523893348,-8.710358434448374,-8.160961806864606,1.0
379569,-7.613950499977116,-8.800849204433495,-8.765597200558215,-6.129017165553716,1.0
379579,-5.337455897072789,-6.678133979996367,-6.689023042740466,-2.3924885456149223,0.0
379608,-28.310813972999735,-27.820917275822296,-27.68492820385716,-27.700506893325944,9.0
379867,-97.08601611973553,-90.80605549889876,-90.15721700980043,-69.16199749546892,33.0
379896,-5.337455897072789,-6.678133979996367,-6.689023042740466,-1.4813409710145136,0.0
380227,-5.337455897072789,-6.678133979996367,-6.689023042740466,-0.5701933964141045,0.0
380420,-23.352359659082914,-22.844273423693664,-22.853552554714042,-26.40054037828624,7.0
380427,-7.613950499977116,-8.726890733931196,-8.714332429782774,-6.250155217259061,1.0
380555,-5.337455897072789,-6.678133979996367,-6.689023042740466,-1.4813409710145136,0.0
380585,-14.4434343086901,-14.852267743393972,-14.865945450694047,-14.30233498622569,4.0
