user_id,user_scale,train_days
59668,0.8171039680019021,207
59771,0.7141585787758231,207
60024,0.764575288631022,131
60182,0.8342387992888689,207
60257,0.8881445275619626,207
60325,0.8589064748957753,207
60375,0.9109189314767718,206
60719,0.8236305369064212,207
60746,0.7825438911095262,207
60785,0.8077559620141983,195
60787,0.6777764251455665,207
60805,0.7201680960133672,207
60952,0.8649281831458211,207
60976,0.7126509724184871,207
61181,0.7588756689801812,207
61259,0.6835552724078298,207
61310,0.8263639314100146,207
61358,0.8186333207413554,207
61473,0.19428900443017483,207
61500,0.8074624603614211,207
61641,0.8189696213230491,207
61682,0.8324473025277257,207
61743,0.8940175594761968,207
61763,1.0000272747129202,19
61766,0.7017926266416907,207
61885,0.9175802720710635,207
61906,0.0,207
61912,0.8032475924119353,207
61918,0.7694288110360503,207
61949,0.9486771142110229,207
61980,0.6532717170193791,207
62118,0.7194862514734268,118
62144,0.8131335908547044,207
62159,0.768334255553782,207
62166,0.7707174262031913,207
62171,0.863000345416367,207
62477,0.7262300839647651,207
62505,0.8329133735969663,207
62593,0.3738029673695564,194
62625,0.0,207
63004,0.8576473081484437,207
63073,0.0,207
63101,0.8424084773287177,207
63143,0.9097353043034673,207
63169,0.891647320240736,198
63182,0.7250435370951891,207
63223,0.0,200
63442,0.5839477246627212,207
63509,0.0,207
63510,0.7782749505713582,207
63659,0.8192761661484838,207
63910,0.6857014307752252,207
63946,0.5701884115114808,206
63968,0.7007183041423559,207
64007,0.9359192987903953,207
64015,0.8247935911640525,207
64401,0.630806009285152,207
64432,0.8555406425148249,207
64501,0.8466478111222386,207
64597,0.6667265063151717,197
64603,0.6958753569051623,180
64604,0.05650419741868973,207
64896,0.7232657680287957,207
64986,0.29805291444063187,67
65017,0.5788276065140963,194
65072,0.811968045309186,194
65161,0.3062645671889186,207
65186,0.8649104041978717,207
65222,0.05927404388785362,207
65400,0.5333978636190295,207
65423,0.8162210356401853,0
65529,0.8209961233660579,207
65612,0.0,158
65671,0.8691635401919484,207
65744,0.0,135
65795,0.842720684595406,207
66030,0.7595468452200294,207
66414,0.7629867317155004,203
66461,0.8755851769819856,207
66469,0.8691656263545156,207
66556,0.7573404768481851,207
66557,0.7614461285993457,207
66721,0.8156323293223977,204
66749,0.41796998120844364,207
66773,0.6211781082674861,207
66842,0.5571684194728732,185
66935,0.0,207
66983,0.8820369793102145,207
67077,0.5191349470987916,207
67101,0.6796422833576798,207
67117,0.5934997787699103,187
67277,0.9044558694586158,207
67298,0.8636403037235141,207
67546,0.9004592103883624,207
67588,0.8317446755245328,207
67614,0.5293462937697768,207
67785,0.7055653585121036,207
67922,0.7125966576859355,207
68051,0.7710533263161778,207
68110,0.659045479260385,207
68241,0.8097318885847926,207
68328,0.8852632576599717,207
68502,0.6901884870603681,207
68514,0.8310732990503311,207
68553,0.0,207
68715,0.7361622527241707,207
68826,0.8006050484254956,207
68857,0.0,201
68896,0.3628245973959565,207
68965,0.8763969037681818,207
69166,0.8882085653021932,207
69182,0.533621828071773,207
69279,0.9224985120818019,207
69353,0.6112499628216028,207
69462,0.20986189600080252,207
69560,0.8033927297219634,207
69587,0.6199758732691407,205
69662,0.6825360655784607,207
69685,0.9269890887662768,207
69726,0.9381365915760398,181
69750,0.8866595150902867,203
69878,0.8643770078197122,207
69885,0.721942032687366,207
69989,0.6800490478053689,207
70047,0.8290634257718921,207
70222,0.575419026426971,207
70225,0.8679699571803212,207
70237,0.854272018186748,207
70296,0.1835770159959793,207
70324,0.8974264422431588,207
70413,0.7547275023534894,207
70518,0.8310377644374967,207
70523,0.885382336564362,207
70536,0.9015322430059314,207
70583,0.9429846378043294,207
70668,0.9489077189937234,207
70692,0.5080832866951823,207
70755,0.0,207
70832,0.6338962493464351,207
70840,0.9071816178038716,207
70900,0.8697371929883957,207
71020,0.8888367144390941,87
71103,0.677651041187346,206
71139,0.5739840492606163,205
71170,0.9001943608745933,207
71172,0.7947983266785741,207
71285,0.895003885962069,207
71335,0.8422994893044233,207
71336,0.7061161519959569,207
71517,0.8825389621779323,207
71577,0.9117041761055589,207
71700,0.8401069976389408,207
71712,0.5918775266036391,207
71823,0.5088280793279409,207
71878,0.7581451535224915,207
71990,0.9094575559720397,207
72139,0.8753820555284619,207
72308,0.8107777964323759,207
72376,0.5579499481245875,207
72448,0.6867453176528215,206
72646,0.6489913538098335,207
72875,0.9087181044742465,207
72889,0.9145616600289941,207
72927,0.5708669265732169,207
72972,0.8299080701544881,207
73022,0.8607019810006022,207
73039,0.8781334618106484,207
73068,0.0,89
73183,0.7718335511162877,207
73194,0.891608321107924,126
73262,0.5548438616096973,207
73264,0.46494290698319674,207
73342,0.8106901636347175,207
73427,0.4174518072977662,77
73452,0.6348806014284492,168
73536,0.8612982323393226,207
73560,0.7616799371317029,207
73597,0.8681324357166886,207
73598,0.8361058495938778,207
73630,0.3582634078338742,194
73731,0.7390613900497556,207
73752,0.8647684473544359,207
73785,0.85100042168051,207
73842,0.8801858453080058,207
73844,0.32328810077160597,207
73978,0.6286866357550025,207
73979,0.8162210356401853,0
74076,0.7478896016255021,207
74128,0.8155636070296168,207
74287,0.7872536079958081,207
74360,0.01768998336046934,207
74450,0.8910503098741174,117
74463,0.4201307939365506,130
74472,0.8295622700825334,207
74548,0.8543808246031404,207
74609,0.7669603545218706,179
74627,0.6200862349942327,207
74651,0.6673320615664124,207
74734,0.7249424979090691,207
74749,0.8144095307216048,207
74867,0.8696594508364797,207
74930,0.8320890599861741,174
74991,0.8098982367664576,207
75026,0.8812294527888298,204
75098,0.7418785290792584,159
75117,0.795896016061306,207
75254,0.68594457115978,207
75268,0.49850535579025745,207
75279,0.7740718452259898,207
75284,0.7848958997055888,207
75292,0.4420508863404393,207
75377,0.8921655779704452,207
75410,0.7916279742494226,207
75512,0.8014006167650223,207
75586,0.3028356796130538,205
75588,0.807659849524498,103
75592,0.8580329781398177,207
75706,0.0,207
75774,0.8074534218758345,207
75792,0.795489358715713,207
75822,0.9750118991360068,52
75824,0.8384601725265384,175
75866,0.5144316097721457,207
75896,0.7722572889178991,207
75959,0.6186411483213305,207
76038,0.5760001856833696,207
76084,0.8218161528930068,207
76273,0.6813109060749412,207
76344,0.6573691358789802,207
76361,0.6800805358216166,207
76451,0.760838040150702,207
76619,0.6433488056063652,207
76785,0.7900658063590527,207
76822,0.8571557933464646,207
76848,0.8191860327497125,207
76934,0.690799723379314,202
77009,0.8003735495731235,207
77066,0.9361470444127917,207
77287,0.8731261920183897,207
77318,0.879162116907537,207
77424,0.8275163779035211,207
77440,0.8250751486048102,207
77512,0.9008649410679936,207
77520,0.6555161951109767,188
77559,0.21716597955673933,207
77572,0.0,203
77637,0.7720162393525243,207
77640,0.8960775332525373,125
77663,0.7575265364721417,207
77710,0.7736221561208367,207
77728,0.8050352102145553,207
77734,0.8610836276784539,207
77828,0.8975642314180732,207
77879,0.7871602615341544,207
78166,0.0,193
78515,0.6829425832256675,207
78532,0.7815514365211129,207
78824,0.8613869873806834,207
78950,0.7564034545794129,207
79136,0.8454428194090724,207
79179,0.5764556815847754,207
79203,0.8815203467383981,207
79220,0.5596057325601578,165
79253,0.41933503467589617,207
79295,0.33449523616582155,207
79297,0.7727243332192302,207
79326,0.0,207
79430,0.8442359650507569,207
79457,0.40832147002220154,207
79511,0.8482726803049445,207
79612,0.6159881735220551,207
79641,0.6217000121250749,207
79693,0.8921806327998638,207
79808,0.5298407888039947,207
79849,0.7232817681506276,207
79890,0.7797761214897037,207
79922,0.782754635438323,207
80006,0.8794174576178193,207
80071,0.8694451162591577,207
80101,0.5459479382261634,207
80187,0.7362273707985878,201
80374,0.8080914942547679,207
80427,0.6632396578788757,207
80647,0.8383854432031512,207
80907,0.7302683219313622,207
80930,0.7677984936162829,207
80949,0.4844560148194432,207
80959,0.8690482331439853,207
80973,0.6905626691877842,207
81069,0.7501730741932988,207
81174,0.6370872026309371,207
81253,0.7194624608382583,207
81374,0.8197077503427863,207
81383,0.8575698593631387,207
81403,0.6061504827812314,143
81451,0.7521501975134015,207
81581,0.7316529611125588,207
81754,0.7192562846466899,207
81872,0.0,206
81945,0.6469079339876771,207
82142,0.870546824298799,207
82175,0.0,207
82190,0.8249593945220113,207
82303,0.7752087153494358,207
