user_id,ll_pooled,test_purchases,ll_experimental_1_hawkes
44284,-32.13218206193916,10.0,-33.32366327365352
44377,-33.09165920097085,9.0,-31.49258198490483
44400,-12.914783845900777,3.0,-16.678746201347625
44403,-5.978216008362673,1.0,-5.143204348047576
44578,-20.83927609845235,5.0,-20.460449269031987
44731,-9.621034146954292,2.0,-8.890975931185986
44825,-27.577143542521632,9.0,-32.821760039713844
44840,-2.046242942047087,0.0,-2.74111525686968
45002,-5.877001862520613,1.0,-5.120692760248562
45074,-6.072510472508686,1.0,-5.980585543560751
45078,-9.33027051525144,2.0,-8.815754808690704
45242,-37.78183416829133,13.0,-36.1093340504692
45394,-7.141861287439518,1.0,-6.430234609013277
45396,-19.0404064744208,5.0,-17.682978057614314
45397,-10.335790081410666,2.0,-10.298168578069342
45414,-5.930853930009418,1.0,-5.410120538435096
45543,-2.009288706307198,0.0,-1.2804850745867442
45558,-15.470308460132609,4.0,-15.682585793026478
45591,-55.361896168449896,24.0,-59.7800948456579
45853,-6.729044790037221,1.0,-5.60414728232441
46043,-6.281397273604071,1.0,-10.095992312780472
